eventid,uid,output
9304003,599416,0
9304005,599472,"Protest Information Extracted from News Article:

* Date: Not specified
* Location: Pacific Northwest, USA (specifically, Gifford Pinchot National Forest)
* Protesters: Environmental groups, including Audubon Society and Lighthawk, as well as logging advocates like Oregon Lands Coalition
* Issues:
	+ Clear-cutting of old-growth forests in the Pacific Northwest
	+ Job losses in the timber industry due to environmental regulations
	+ Preservation of natural habitats for species such as the northern spotted owl
* Key Figures:
	+ Pissot, representative of Audubon Society
	+ Mr. Espy, Agriculture Secretary and head of the Forest Service
	+ Les Welsh, Northwest director of Lighthawk
	+ Evelyn Badger, representative of Oregon Lands Coalition
* Events:
	+ Aerial tours over clear-cut forests to demonstrate environmental concerns
	+ Visits to timber towns and Weyerhaeuser Company lands to show the impact of logging on local communities
	+ White House forest conference, which aimed to bring together competing voices and find common ground

Note: The article does not provide a specific date for the protest or events, but it mentions that the White House forest conference was held at some point."
9304010,599715,0
9304011,599724,0
9304015,600605,"0. There is no mention of police at the event in this news article. The article only discusses an order issued by a judge regarding communication between lawyers and news organizations reporting on the World Trade Center bombing, and does not mention police presence or involvement at the event."
9304021,602708,1
9304026,602724,0
9304032,603472,1
9304033,603676,0
9304022,603974,0
9304036,604655,1.
9304040,604906,0
9304038,604939,1
9304041,605028,0
9305001,605795,1.
9305002,606369,0
9305003,606738,0
9305004,607172,1
9305005,607313,1
9305007,607996,1
9305009,608116,0
9305010,609572,1.
9305015,610805,0
9305016,611036,0
9305017,611212,0
9305018,611371,0
9305019,611718,1.
9305020,612213,1
9305022,612403,1
9306001,612559,0
9306003,612641,0
9306009,612961,"0. There is no mention of police at the event in this news article. The events described are protests and a hunger strike at the diocesan office, but there is no indication that any law enforcement officials are present or involved."
9306012,613392,0.
9306013,613763,1
9306014,614169,1
9306015,614592,0
9306016,614621,0.
9306017,614789,0
9306021,615779,0.
9306023,616752,1.
9306024,616912,0
9306027,617315,1.
9306028,618365,"This news article discusses the intersectional issues faced by Black individuals who are also gay or lesbian. Many Black people have historically been unsympathetic to the plight of gay people, especially white gay men who hide their sexual orientation when it is advantageous for them. Some Blacks view homosexuality as morally wrong and see the gay rights movement as an attempt to gain recognition and acceptance.

The article highlights the views of various individuals, including Reverend Lester James, pastor of Zion Hill Baptist Church in Washington, who believes that God loves individual homosexuals but hates their lifestyle. Others, like Vernetta Adams, a 24-year-old history major at the University of the District of Columbia, argue that gay people hid their sexuality when it was advantageous and are now demanding rights.

The article also explores the views of Black civil rights leaders, such as Reverend Jesse Jackson, who have spoken out in support of gay rights. Some Blacks see this support as an attempt to gain empathy from white people who feel guilty about treating Blacks unfairly.

Caught in the middle of this debate are Black gay individuals, who recognize that there is racism within the gay community itself. They also face discrimination and prejudice from both Black and white society.

Despite these challenges, many Blacks support guarantees of equal rights for gay people, recognizing that the struggles faced by gay individuals are not unlike those faced by Blacks during the Civil Rights Movement. As stated in the article, ""To a large degree we are bound together by our opponents. Those who hate blacks hate gay people, hate Jews and abuse women, and fighting on behalf of any of us will ultimately lead to the liberation of all of us."""
9307007,618847,0
9307008,618848,0
9307015,619704,0
9307016,619723,0
9307018,619847,0
9307021,620013,0
9307025,620267,1
9307042,622334,0
9307043,622350,1
9307051,622882,0
9307055,623951,1-Yes
9308006,625482,"Here are the protest information extracted from the news article:

**Protest Against:**

* Dr. Batista's leadership and vision for the school system
* The lack of progress in integrating the schools despite previous court orders
* Administrative failures within the school system that have hindered desegregation efforts
* Racial segregation and discrimination in the schools

**Protest By:**

* Geraldine Gallagher, president of the school board, who came to Dr. Batista's defense and said that the resources needed to integrate the schools were missing.
* Mr. Thomas, the school district's lawyer, who recalled that the Yonkers school board had previously asked for additional relief to help move desegregation efforts ahead.
* Mr. Wasicsko, the Democratic minority leader, who criticized Dr. Batista for presenting a rosy picture of the school system and then later stating that vestiges of racism remained in the schools.
* Mayor Terence M. Zaleski, who said that it was time for Dr. Batista to step down and that a new engineer (leader) might be needed to finally apply the brakes to the school system.

**Protest Issues:**

* The need for additional funding to rebuild and renovate school buildings.
* The lack of progress in integrating the schools despite previous court orders.
* Administrative failures within the school system that have hindered desegregation efforts.
* Racial segregation and discrimination in the schools, which could lead to liability for the state as well as the city.

**Protest Locations:**

* Yonkers, New York
* The Saw Mill River Parkway, which cuts through the city like a Maginot Line fortifying the predominantly white suburban east side from the teeming city neighborhoods along the Hudson."
9308004,625539,1
9308007,625783,1
9308016,626774,0
9308020,627378,1.
9308030,628286,1
9308027,628302,1.
9308035,628490,0
9308036,628495,0
9308034,628497,1
9308043,629199,1.
9308071,629247,0
9308051,630022,0
9308053,630413,1
9308058,630739,0
9308060,630871,0
9308066,631714,1.
9308065,631730,1
9308068,631806,1
9309001,632049,0
9309012,632365,0
9309013,632457,0
9309025,632937,1
9309026,633191,0
9309028,633362,0
9309031,633392,0
9309034,633578,1.
9309036,633911,0.
9309040,634471,1
9309046,635183,0
9309053,635768,0
9309056,635859,0.
9309055,635896,0
9309058,636081,0
9309061,636426,0
9309062,636439,0
9309063,636473,1
9309066,636808,0
9309070,637056,0
9309069,637061,0
9309071,637294,0
9309072,637532,0
9310006,637990,0
9310004,637995,0. The article does not mention police at the event.
9310007,637996,1.
9310005,638002,0
9310010,638154,1
9310011,638759,0
9310012,639223,1
9310016,640311,0.
9310018,640807,0
9310021,640839,0
9310022,640866,0
9310024,642459,0.
9310025,642863,0.
9310032,644554,1
9310034,645026,1
9310037,645573,0
9311001,646958,0
9311002,647857,0
9311004,648616,0. There is no mention of police at the event in this news article.
9311006,650286,0
9311008,650425,0
9311021,652475,0
9312004,653745,0
9312006,654629,0
9312008,654810,0
9312009,654931,0
9312010,655132,1.
9312012,655969,0
9312014,656170,0
9312013,656174,0
9312019,656421,0. There are no mentions of police at the event in this news article.
9312021,657275,0
9401001,659306,"This news article reports on a unique approach to addressing racist views and hate crimes among teenagers from the Fourth Reich Skinheads of Orange County. The program, developed with the help of various organizations and individuals, aimed to confront and potentially change the beliefs of these young people.

The article highlights several key moments in the program, including:

1. A visit to a Federal courtroom where a judge suggests that some of the participants may meet again under different circumstances.
2. Lunch at the Los Angeles County jail with inmates serving life sentences for murder, which had a profound impact on many of the youths.
3. Therapy sessions with counselors and teenagers from different ethnic groups, where they exchanged views and perspectives.
4. A screening of ""Schindler's List,"" a movie about a German businessman who saved the lives of over 1,000 Jews during World War II.
5. Sessions with local rabbis, members of the church, and Holocaust survivors, including Si Frumkin, who shared his experiences at Dachau concentration camp.

The article notes that some participants became testy during these sessions, expressing discomfort with certain labels and suggestions that they were being judged or labeled. However, many others were moved by the stories and perspectives shared by the Holocaust survivors, including Renee Firestone, an Auschwitz survivor who emphasized the importance of overcoming hatred and anger to raise children with love in their hearts.

The article concludes by quoting program leader Michael Greenberg, who reflected on the experience and expressed hope that it might provide a new alternative for these young people. He emphasized that people are either part of society or they prey on society, and that this program aimed to encourage participation rather than preying on others.

Overall, the article presents a thought-provoking exploration of the complexities involved in addressing hate crimes and racism among teenagers, highlighting both the challenges and potential benefits of such an approach."
9401002,659333,0
9401003,659651,0
9401004,659819,0
9401007,660157,0
9401027,661504,0
9401019,662034,0
9401023,662731,0
9401026,663205,0
9401032,663598,0
9401035,664318,0
9401033,664384,0
9401034,664930,0
9402002,666134,0.
9402003,666713,1
9402006,669079,0.
9402007,669589,0
9402008,669613,0
9402012,670135,0
9402013,670439,1
9402015,671519,1
9403002,672278,0
9403009,673817,0
9403013,674708,0
9403015,675651,1
9403022,676671,1
9403023,677156,0
9404006,678630,0
9404011,678922,0
9404018,679080,"1. Yes. The article mentions police at the event when it states: ""Yesterday afternoon... Sgt. Anthony Barlanti, a police spokesman."" Additionally, it provides details on a specific incident where a 15-year-old student was arrested by the police in connection with the assault of Jeffrey Garfinkle, a social studies teacher."
9404020,679107,1
9404016,679110,0
9404022,679253,0
9404027,680103,0
9404035,680497,1
9404037,680727,0
9404039,681131,1
9404040,681136,0
9404045,681243,0
9404049,681459,1
9404054,681924,1
9404059,682818,0
9404080,682823,0
9404066,683427,0
9405004,684291,1
9405007,684761,0.
9405011,685603,1
9405012,685646,0
9405013,685915,1.
9405014,685937,0
9405016,686191,0
9405018,686347,0
9405021,686817,1
9304012,686922,0
9405022,687137,0
9405026,688016,0
9405034,689380,0
9405035,689440,0
9405038,689835,1
9405006,690293,0.
9405041,690592,1.
9406007,691768,1
9406006,691772,1
9406010,692072,1.
9406016,692546,0
9406019,692717,0
9406021,692739,1
9406022,692763,1. Yes
9406025,693336,1
9406031,694528,0
9406038,695473,1
9406037,695512,1.
9406041,696061,1.
9406040,696077,0
9407001,696694,1.
9407003,696747,0
9407004,696759,1
9407005,696894,0
9407006,697484,0
9407014,698084,1.
9407018,698995,0
9407019,699015,1.
9407020,699033,0
9407022,700686,1
9407023,700818,0
9407037,701034,0
9407024,701063,0
9407027,701808,1.
9408001,703378,"The article discusses the issues of racism, intolerance, and bigotry in Cobb County, Georgia, particularly with regards to the treatment of African Americans and the LGBTQ+ community. The county has been criticized for its discriminatory practices, including:

1. Refusal to join the Metropolitan Atlanta Rapid Transit Authority (MARTA) and re-establish a rail link, which disproportionately affects African Americans.
2. Discriminatory housing practices, with two-thirds of black applicants receiving different information or treatment compared to white applicants.
3. Intolerance towards LGBTQ+ individuals, including the adoption of an anti-gay resolution that was met with widespread criticism.

The article also highlights the presence of extremist groups in Cobb County, including white supremacists and anti-Semites. The author notes that these groups are not representative of the majority of residents, but their influence can be significant.

Some notable quotes from the article include:

* ""If it was still legal to pass a referendum against black folks, Cobb County might do it."" - Joe Shifalo, executive director of Metro Fair Housing
* ""I find that criticism to be almost amusing. Somehow you are criticizing someone for not wanting to have their kids' lunch money extorted in their school. Somehow they're selfish because they don't want to be mugged when they go out for a walk with their dog."" - Whit Ayers, Republican poll taker and political consultant
* ""It makes us look like a bunch of bigoted jackasses. It just startles me, and it upsets me tremendously."" - Tucker McQueen, resident

The article suggests that the growth of Cobb County is driven by people seeking a more conservative lifestyle, which can lead to intolerance and bigotry. The author notes that while some residents are horrified by the political uproar over the anti-gay resolution, others see it as a reflection of their values.

Overall, the article highlights the need for greater understanding and tolerance in Cobb County, particularly with regards to issues affecting African Americans and LGBTQ+ individuals."
9408003,703578,1
9408006,704196,0
9408011,705516,0
9408017,706893,0
9408016,706897,1.
9408018,707082,0
9408021,708071,0
9408022,708099,0
9408024,708903,0.
9409001,709564,0
9409002,709576,0
9409010,711482,0
9409013,712321,1
9409014,712352,0.
9409018,712972,0
9409020,713366,0
9409021,713806,0
9409022,713920,0
9409023,714715,1
9409025,714799,1
9409026,715149,0
9410002,715751,0.
9410009,717351,1
9410015,717715,0
9410016,718824,0
9410020,719296,0
9410021,719585,1
9410022,720121,"I extracted protest information from this news article. Here's what I found:

**Protesters:** Vendors' organization (125th Street Vendors Association) and black Muslims (Nation of Islam's Mosque No. 7)

**Protest location:** 125th Street, Harlem, New York City

**Reason for protest:** Relocation of vendors from 125th Street by the Giuliani administration

**Number of protesters:** Over 1,000 vendors affected by the relocation

**Method of protest:** Boycott of stores on 125th Street

**Duration of protest:** Uncertain, but likely to continue until demands are met or a resolution is found.

**Other notable information:**

* Former Mayor David N. Dinkins supports a citywide solution with all parties involved.
* Community Board 10 has supported the crackdown and relocation of vendors.
* Community Board 9 has volunteered to mediate the dispute among all parties.
* Some black Muslims, like Mosque No. 7, are supporting the vendors' organization, while others, like Masjid Malcolm Shabazz, are partnering with the Giuliani administration.

Let me know if you'd like me to extract any other information!"
9410023,720248,0
9410028,721013,1.
9110060,722229,1. Yes
9411001,722229,0
9411002,722662,1
9411003,723438,1
9411006,724884,0
9411007,724897,0
9411009,725428,1
9411011,725757,0
9411013,725956,0
9411014,725994,0
9411016,726119,0
9411015,726130,0
9411019,726851,0. The news article does not mention police at the event. It only mentions correction officers and inmates at Rikers Island.
9411025,727939,0
9411024,727958,0
9412001,728571,0
9412002,728585,1
9412009,728750,0
9412012,728782,0
9412013,728823,0
9412016,728989,0
9412017,729074,1.
9412019,729115,1
9412020,729347,1
9412022,729370,0
9412023,729444,0
9412028,729764,1
9412041,730227,0
9412058,730388,1
9412047,730598,1
9412054,730613,1.
9412053,730624,0
9412044,730630,"This article discusses the efforts to reintroduce wolves into Yellowstone National Park, an effort that has been met with both support and opposition. The survey results mentioned in the article show that a majority of visitors to Yellowstone favor bringing back the wolf, while ranchers and other stakeholders have raised concerns about potential impacts on their livestock.

The article highlights the symbolic significance of restoring the wolf to its natural habitat, as well as the potential economic benefits for the local community through increased tourism. However, it also notes that the issue has become politicized, with various interest groups vying for influence.

Some ranchers are concerned about the potential loss of livestock and the lack of compensation from environmental organizations, while others see the wolf's presence as a way to increase property values and attract tourists. The article concludes by noting that the issue is not just about science or economics, but also about values and culture.

Overall, the article presents a balanced view of the debate surrounding wolf reintroduction in Yellowstone National Park, highlighting both the potential benefits and concerns associated with this effort."
9412052,730640,1
9412062,730807,0
9412066,730922,0
9412067,731013,0
9412070,731090,0
9412069,731154,1.
9412071,731283,0
9412075,731285,0
9412094,731315,1.
9412081,731450,0
9412082,731473,0
9412077,731493,0
9412092,731835,"The article discusses the challenges faced by those relying on shelters and soup kitchens for survival in Connecticut during the late 1980s and early 1990s. The state's General Assistance program, which provided financial assistance to low-income individuals, was shifted from local municipalities to the state, leading to concerns about the impact on poor cities and towns.

The article highlights the struggles faced by welfare recipients, including:

1. Deterioration in overall health and ability due to reliance on shelters and soup kitchens.
2. Rising unemployment rates, leading to increased demands for General Assistance.
3. Concerns among local welfare directors that the state may not be able to properly address clients' needs.

The article also mentions two pilot programs aimed at promoting self-sufficiency among welfare recipients:

1. Pathways: A 2-year program providing education and training, as well as child care services, to help individuals become independent.
2. Family Strength: An increase in the asset limit for A.F.D.C. clients (from $1,000 to $3,000) and expanded eligibility for families with both parents in the home.

The article quotes welfare officials emphasizing the importance of changing the culture around General Assistance, from simply providing financial assistance to promoting self-sufficiency through education, job training, and employment opportunities.

Notable statistics mentioned in the article include:

1. 12,400 people on General Assistance in Connecticut in 1988-89.
2. The number rose to approximately 32,600 by 1991-92 due to increased unemployment.
3. 60% of the 750 welfare clients cut from Bridgeport's rolls last April (approximately 450 people) are back on welfare for various reasons.

Overall, the article highlights the complexities and challenges faced by those relying on public assistance in Connecticut during this period, as well as efforts to promote self-sufficiency and employment opportunities."
9412093,731952,0
9412202,731956,0
9412204,731972,0
9412208,731973,1
9412206,731976,0.
9412089,732069,0
9412098,732359,0
9412101,732522,0
9412104,732536,0
9412106,732558,1
9412107,732711,0
9412113,732929,1.
9412117,733076,0
9412120,733119,0
9412125,733249,0
9412124,733250,"Based on the news article, here are the last two years at the hands of our judicial system:

* The case of Anson Amok, who had a lawyer clever enough to keep him free.

Note: It appears that this is not directly related to drunken driving cases, but rather a general mention of the judicial system's handling of certain cases."
9412127,733356,0
9412121,733413,0
9412128,733521,0
9412132,733750,"This news article reports on the experiences of tenants and landlords in New York City's housing courts, highlighting issues with eviction notices, back rent, and repairs. The article also touches on the biases towards or against landlords and tenants, as well as the challenges faced by judges in mediating these disputes.

Some key points from the article include:

1. A tenant who subsisted on Social Security was given a 72-hour eviction notice after falling behind on rent due to hospitalization.
2. Landlords' lawyers often use tactics like intimidation and manipulation to get tenants to sign stipulations, which can lead to lengthy court battles.
3. Housing court judges are tasked with mediating disputes between landlords and tenants, but may be biased towards one side or the other.
4. The system is designed to favor landlords, making it difficult for tenants to receive repairs and maintenance on their properties.
5. Tenants who become familiar with the court's legal processes can use this knowledge to delay evictions for years, while landlords face significant losses in rent and legal fees.

Overall, this article highlights the complexities and challenges of New York City's housing courts, where tenants and landlords navigate a system that is often biased towards one side or the other."
9501001,734522,0
9501002,734591,1.
9501003,734868,1
9501004,735013,0
9501007,735368,0
9501011,735959,0
9501012,736041,1.
9501014,736210,1
9501015,736254,0. The article does not mention police at the event.
9501016,736420,0
9501018,736557,1
9501017,736572,0
9501019,736734,0
9501023,737256,0
9501026,737450,0
9501027,737533,0
9501028,738059,0
9501029,738295,0
9501033,739021,0
9501036,739673,0
9501035,739816,0
9502005,740917,0
9502006,740922,1
9502001,740964,0
9502007,741174,0
9502011,741878,0.
9502002,742100,1.
9502018,742611,"The protest information extracted from the news article is:

* Hurt Al Tatum, a 6 feet 4 inches tall African American man, filed an accusation of racial harassment against his employer, Cooper Power.
* Tatum worked at Cooper Power for four years before leaving due to the constant racial harassment and stress caused by his co-workers' slurs, epithets, and jokes.
* The harassment included finding a fake ""Application Form for Mike McGee's Militia"" on his desk with racist and derogatory language.
* Despite repeated complaints to supervisors and investigators, Tatum's situation did not improve until he was sent on the road for six months, where he continued to face racism.
* The Equal Employment Opportunity Commission (EEOC) took 3 years to investigate Tatum's case, during which time his mental health deteriorated due to stress and anxiety caused by the ongoing harassment.
* In February 1994, the EEOC finally found ""reasonable cause"" to believe that Cooper Power had violated Tatum's civil rights, and invited him to participate in a settlement process or prepare for a day in court.

The protest information highlights issues of:

* Racial harassment in the workplace
* Delayed justice and lack of accountability by institutions like the EEOC
* Long-term effects on mental health and well-being caused by stress and anxiety related to racism."
9502003,743699,0
9502029,744125,0
9502032,744179,0
9502033,744228,0
9502041,745661,0
9503004,746206,0
9503007,746667,0. There is no mention of police at the event in this news article.
9503009,746702,"Here are the key protest information extracted from the news article:

* The case is about Iris Pyne, who killed her husband Richard in 1993.
* Mrs. Pyne had obtained three orders of protection against her husband since 1988, citing abuse and threats of violence.
* Mr. Pyne's brother, Bill Pyne, recalled that his brother offered to divorce Mrs. Pyne twice, but she refused both times.
* The article suggests that Mrs. Pyne's claim of self-defense was disputed by the prosecution's expert witness, Dr. Michael Baden.
* Despite Mr. Tendy's confidence in discrediting Dr. Baden, he chose not to call a single defense witness, and the jury ultimately found Mrs. Pyne guilty.
* The article raises questions about whether Mrs. Pyne was a battered wife and whether her actions were justified.

Note: This is a summary of the protest information extracted from the news article. It does not necessarily reflect my personal opinions or biases."
9503008,746767,0
9503015,747255,1.
9503016,747463,0
9503018,747736,0
9503020,748016,0
9503006,748066,0
9503023,748574,0
9503027,748964,0
9503032,749015,0
9503038,750117,1
9503037,750136,0
9503041,750142,0
9503043,750531,0
9503045,750748,1
9503047,750759,0
9503051,751499,0. There is no mention of police at the event or protest in this news article.
9503052,751883,"0. There is no mention of police at the event in this news article. The article discusses a court case involving Brown University and its compliance with Title IX regulations regarding women's athletic programs, but it does not mention police or any events where police were present."
9503053,751938,1.
9503060,751967,0
9503061,752025,0.
9504001,752400,0
9504003,753076,1
9504004,753187,1.
9504009,753671,0
9504015,754748,0
9504017,754931,0
9504016,754934,0
9504020,754983,0
9504023,755133,0
9504024,755273,1
9504025,756054,0
9504027,756117,0
9504030,756702,0
9504034,756822,"0. There is no mention of police at the event in this news article. The article only talks about legislative workers and their rally outside Governor Pataki's residence, complaining about not receiving their paychecks due to the late budget."
9504051,756886,1
9504043,758120,0
9504044,758245,0
9505006,759719,1
9505002,759830,0
9505005,759915,0.
9505015,761565,0.
9505017,761592,0
9505020,761678,0
9505024,761819,0
9505065,761819,0
9505025,761820,0
9505021,761826,1
9505022,761864,0
9505026,762072,0
9505031,762353,0
9505034,762778,0
9505035,762950,0
9505044,763261,0
9505045,763275,0
9505046,764095,0
9505050,764579,0
9505051,764582,0
9505054,764873,"I apologize for the mistake earlier! It seems like there was no article provided, but don't worry, I'm ready to help whenever you're ready. Please provide the article's text, and I'll extract the relevant information about police presence at the event. 

Once you provide the article, I'll respond with a 1 (Yes) or 0 (No) indicating whether the article mentions police at the event."
9505053,764995,0. The article does not mention police at the event.
9505060,765737,1. Yes
9506005,767307,0
9506009,769152,0
9506010,769582,1. Yes
9507002,772215,0
9507001,772267,0
9507003,772289,0
9507007,772457,0
9507004,772577,1-Yes
9507006,772641,1
8905012,773891,0. The article does not mention police at the event.
9507014,775140,"The protest information extracted from this news article is as follows:

* Merco arranged to buy the land for $4.5 million and paid $20,000 to a title company owned by County Judge Billy Love.
* The payment was criticized as a bribe, but Merco claims it had no choice due to the county having only one title company.
* The project has been met with opposition from local residents, including the Sierra Blancans, who have expressed concerns about environmental and health impacts.
* The Hudspeth County Commission sued to stop the project, but Merco filed a countersuit and the commission eventually backed down.
* Residents have divided loyalties between two general stores in town based on their stance on the project.
* The E.P.A. has been criticized for its handling of the case, with Assistant Director Hugh B. Kaufman calling for a special prosecutor to investigate.
* Merco has been accused of having ties to organized crime and making payments to the Lucchese crime family.
* The company has also been criticized for trying to cultivate relationships with Texas politicians, including a donation to Governor Ann Richards' campaign.
* Local residents have expressed concerns about the environmental impact of the project, including the potential for contamination of water supplies.

Overall, the protests in this case are centered around concerns about environmental and health impacts, as well as perceived corruption and cronyism."
9507016,776302,1
9508001,779299,1
9508007,779922,0
9508008,780035,1.
9508009,780061,1.
9508012,780387,0
9508014,780623,0
9508011,780770,0
9508016,780925,1
9508017,781044,1
9508021,782029,1.
9508025,783111,0
9508026,783333,0
9508028,783560,1.
9508034,785253,1
9509045,786659,"The article discusses the challenges faced by Chief Willie Williams, a black police chief who was appointed to lead the Los Angeles Police Department (LAPD) after years of controversy and allegations of racism. Despite efforts to reform the department, many black officers felt frustrated and alienated by the lack of support from leadership and the prevalence of racist attitudes among some white officers.

The article highlights several incidents that illustrate the problems faced by Chief Williams and his efforts to address them. These include:

* White officers resisting Chief Williams' appointment and attempting to undermine his authority
* Black officers being intimidated or harassed by their white colleagues, leading to a lack of complaints and reluctance to speak out against racism
* The lack of discipline for rogue officers, which perpetuates a culture of impunity
* Senior officers knowing about racist attitudes among some officers but not taking action to address them

The article also quotes several black officers who express frustration and disillusionment with the department's leadership. These include:

* Ronnie Catto, who compares racism in the LAPD to a cancer that needs to be addressed
* Bernard Parks, a deputy chief who argues that the department is being ""victimized by a stereotype"" about racism but acknowledges that discipline is an issue that can't be publicly discussed
* James Grant, who feels that Chief Williams' efforts to reform the department have been insufficient and that senior officers are aware of racist attitudes among some officers but don't take action to address them.

Overall, the article suggests that despite efforts to reform the LAPD, many black officers feel that the department's problems with racism and corruption remain unaddressed."
9509009,786802,1-Yes
9509012,787312,0
9509014,787797,1
9509017,788061,0
9509020,788176,0.
9509030,790242,0.
9509036,791716,0
9510004,792457,0
9510007,794124,0
9510011,795201,0
9510020,796794,0
9510023,796846,1
9510026,797417,0
9510032,798969,0
9510036,799089,0
9510035,799329,1
9510037,799392,0
9510041,800384,0
9510043,800696,0
9510045,800881,0
9510047,801082,0
9510048,801083,1.
9510046,801086,0
9510054,801315,1
9510060,803277,"I apologize, but it seems you didn't provide the full text of the news article. Please share the article with me so I can assist you in determining if the police were present at the event mentioned in the article."
9510061,803401,0
9510062,803433,1
9510063,803788,0
9510064,804282,"I apologize, but you haven't provided the news article text for me to read and analyze. Please paste the full text of the news article, and I'll be happy to determine if it mentions police at the event and respond accordingly."
9510067,805500,1
9510068,805773,0
9511001,805869,0
9511004,806293,0.
9511005,806318,1
9511006,806896,0
9511009,807135,0
9511013,807823,0
9511012,807899,0.
9511016,808176,"This news article reports on the ongoing strike at two major newspaper companies in Detroit, Knight-Ridder and Gannett. The strike has resulted in a significant decline in circulation, with both papers losing 24% of their combined daily circulation. The strike has also led to a decrease in advertising revenue, which is affecting the newspapers' bottom line.

The article quotes several individuals involved in the strike, including journalists who have been affected by the strike. One journalist, Molly Abraham, is quoted as saying that the unions have been weakened by journalists who have crossed picket lines and are now working for the companies. She believes that if the unions can be crushed in Detroit, they could be crushed anywhere.

Linda K. Foley, the national president of the Newspaper Guild, is quoted as saying that the two largest newspaper companies in the country have decided to bust their unions and that the strike is an attempt to prove that they cannot do so.

The article also quotes Hugh McDiarmid, a political columnist at The Free Press, who says that the strike has been a lesson in new business realities in the newspaper industry. He believes that both Knight-Ridder and Gannett are big companies that are concerned about their bottom line and are willing to take drastic measures to achieve their goals.

The article suggests that the strike may have long-term consequences for the newspapers, including a possible merger or cutbacks in resources devoted to news coverage. It also notes that the strike has had a significant human toll, with teamsters and pressmen who did not cross picket lines facing uncertainty about their future in the industry."
9511019,808538,0
9511018,808555,0
9511020,808737,0
9511022,808914,0
9511021,809064,0
9511025,809076,0
9511024,809090,"According to the article, colleges are getting little guidance from courts regarding how much each parent should pay for their child's education expenses after divorce. However, private colleges and universities generally follow the same rule, which is that both custodial and noncustodial parents have a moral obligation to contribute.

If a parent is involved in the child's life after divorce, they are expected to help pay college bills. Exceptions to this rule are rare, but if there is a history of abuse or long-term history of nonsupport and noninvolvement, the college may not expect contribution from that parent.

In practice, colleges have become more insistent on both parents contributing due to pragmatic reasons such as the need to stretch limited funds further. At private colleges, this means expecting both parents to contribute from their current income, savings, or assets, and for the student to use some savings or summer earnings. Public universities are less insistent, only expecting the custodial parent to help pay for college and making no effort to pursue the noncustodial parent.

The article also highlights a case where a father, Mr. Kline, had been estranged from his children after divorce but eventually reconciled with them and took on a greater role in supporting their education expenses."
9511023,809128,0
9511026,809214,0
9511036,809326,"0. There is no mention of police at the event in this news article. The article discusses a lawsuit filed against the New York City Housing Authority regarding rent subsidies and tenant demographics, but does not mention police or any events that occurred with their involvement."
9511028,809338,0
9511027,809349,0
9511030,809533,0. There is no mention of police at the event in this news article.
9511034,809959,0
9511031,810273,0
9511039,810301,0
9511038,810394,0
9511041,810487,<1>
9511042,810831,1
9511044,811122,0
9511045,811225,1
9511046,811694,1
9511048,812163,0
9511050,812173,0
9511051,812425,0
9512003,812538,0
9512004,812718,"This article discusses the cases of three death row inmates who are arguing for their innocence: Paris Carriger, Joseph R. O'Dell 3d, and Mumia Abu-Jamal. The common thread among these cases is the presence of questionable evidence and potential police misconduct or errors that led to their convictions.

The article highlights the case of Paris Carriger, who was convicted of murdering a jewelry store owner in Phoenix, Arizona. However, new evidence has emerged that suggests Carriger's former prisonmate, Robert Dunbar, may have framed him for the crime. Despite this, Carriger has never confessed and has maintained his innocence from the start.

The article also mentions the case of Joseph R. O'Dell 3d, who is on death row in Virginia for a murder he allegedly committed in 1985. Supporters claim that DNA evidence shows he did not commit the crime, but the Virginia courts refused to permit him to introduce this new evidence at his trial.

Finally, the article discusses the case of Mumia Abu-Jamal, a radio journalist who was sentenced to death for the murder of a Philadelphia police officer in 1981. Despite being cleared by the FBI, Abu-Jamal remains on death row due to ongoing legal battles and protests from supporters who claim he is innocent.

The common thread among these cases is the presence of questionable evidence, potential police misconduct or errors, and the need for further investigation and re-examination of the evidence presented at trial."
9512006,812721,0
9512005,812735,0
9512009,813156,0
9512011,813599,0
9512014,814219,0
9512013,814304,1
9512017,814591,0
9512016,814650,1-Yes
9512018,814802,0
9512021,815391,0
9512051,815448,1
9512022,815547,1
9512056,816597,0
9512031,817177,0
9512036,817445,1.
9512033,817477,0
9512034,817479,0
9512041,817670,1
9512042,818295,1
9512045,818909,0
9512043,818951,1
9512047,819431,0
